Дата;Код;Комментарий;Картинка;Вес;Ед;Окраска;Материал;Цвет;Цвет металла;Форма;Отверстие;Диаметр;Длина;Ширина ;Толщина;Огранка;Вид;Производитель;Тема;Тип;Фасовка;Бренд;Вставка;Материал камня;Применение;Свойство камня;Серия;Стиль;Форма отверстия;Палитра;Размер;Номер цвета;;;;Хар2;К2;Уп2;Вес2;Хар3;К3;Уп3;Вес3;Хар4;К4;Уп4;Вес4;Ост2;Ост3;Ост4;ЦенаРозн2;ЦенаРозн3;ЦенаРозн4;ЦенаОпт2;ЦенаОпт3;ЦенаОпт4;Резерв2;Резерв3;Резерв4;ДопОписание
31.03.2020;БА000001586;Бусины Акрил Прорезиненные, Круглые, Цвет: Красный, Диаметр: 12мм, Отверстие 2мм, около 50шт/50г, (БА000001586);000001586.jpg;;50 г;;Акрил;Красный;;Круглая;2~2,9мм;12мм;;;;;;;;Красочные;;;;;Бусины;;Прорезиненные;Прорезиненный;;Красно-розовая;10~14мм;02 Crimson;;;;50 г, 50;50;50 г;0;;;;;;;;;;;;74,115;;;40,26;;;;;;
31.03.2020;БА000001587;Бусины Акрил Прорезиненные, Круглые, Цвет: Красный, Диаметр: 16мм, Отверстие 2мм, около 22шт/50г, (БА000001587);000001587.jpg;;25 г;;Акрил;Красный;;Круглая;2~2,9мм;16мм;;;;;;;;Красочные;;;;;Бусины;;Прорезиненные;Прорезиненный;;Красно-розовая;15~19мм;02 Crimson;;;;25 г, 25;25;25 г;0;;;;;;;;;;;;37,0575;;;20,13;;;;;;
31.03.2020;УТ000003927;Бусины Акрил Бирюза Имитация, Круглые, Цвет: Микс, Диаметр: 10мм, Отв-тие 1.5мм, около 86шт/50г, (УТ000003927);000003927.jpg;;50 г;;Акрил;Микс;;Круглая;1~1,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Имитация Бирюзы;Имитация Бирюзы;;Микс Цветов;10~14мм;Mixed Color;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;35,25;;;25,713;;;;;;
31.03.2020;УТ000003928;Бусины Акрил Волочильные АВ-Цвет, Круглые, Цвет: Микс, Диаметр: 14мм, Отверстие 2мм, около 33шт/50г, (УТ000003928);000003928.jpg;;50 г;;Акрил;Микс;;Круглая;2~2,9мм;14мм;;;;;;;;Волочильные;;;;;Бусины;;;АВ-Цвет;;Микс Цветов;10~14мм;;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;70,287;;;42,9525;;;;;;
31.03.2020;УТ000003929;Бусины Акрил с Рисунком, Круглые, Цвет: Микс, Диаметр: 20мм, Отверстие 2мм, (УТ000003929);000003929.jpg;;50 г;;Акрил;Микс;;Круглая;2~2,9мм;20мм;;;;;;;;С Рисунком;;;;;Бусины;;;Печатный;;Микс Цветов;20мм и больше;;;;;50 г, 50;50;50 г;0;;;;;;;;;;;;65,88;;;44,22;;;;;;
31.03.2020;М0000000006;Бусины Акрил Прорезиненные, Овальные, Цвет: Микс, Размер: Длина 23мм, Толщина 8мм, Отверстие 1мм, около 53шт/50г, (М0000000006);0000000006.jpg;;50 г;;Акрил;Микс;;Овальная;1~1,9мм;;23мм;;8мм;;;;;Красочные;;;;;Бусины;;Прорезиненные;Прорезиненный;;Микс Цветов;20мм и больше;;;;;50 г, 50;50;50 г;0;;;;;;;;;;;;65,88;;;33;;;;;;
31.03.2020;БА000001055;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Снежно-белый, Диаметр 8мм, Отв-тие: 2мм, около 200шт/50г, (БА000001055);000001055.jpg;;50 г;;Акриловый жемчуг;Снежно-белый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Белая;8~9мм;;;;;50 г, 50;50;50 г;50;100 г, 100;100;100 г;100;;;;;;;;65,4;;;23,967;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030156;Бусины Акрил Матовые, Прозрачные, Цветок, Цвет: Микс, Размер: 13х7мм, Отверстие 1мм, около 90шт/25г, (УТ0030156);003015600.jpg;;25 г;;Акрил;Микс;;Цветок;1~1,9мм;13мм;;;7мм;;;;;Прозрачные;;;;;Бусины;;;Матовый;;Микс Цветов;10~14мм;0D Mixed Color;;;;25 г, 25;25;25 г;25;5 г, 5;5;5 г;5;;;;;;;;25,71429;8,94999;;12,85713;3,95001;;;;;Размер: Диаметр 13мм, Толщина 7мм, Отверстие 1мм, около 90шт/25г
31.03.2020;УТ0030157;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Нежно-розовый, Размер: Диаметр 6мм, Отв-тие 1мм, около 240шт/25г, (УТ0030157);003015700.jpg;;25 г;;Акриловый жемчуг;Нежно-розовый;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Красно-розовая;6~7мм;25 Pink;;;;25 г, 25;25;25 г;25;5 г, 5;5;5 г;5;;;;;;;;20,35713;7,95;;12,85713;3,75;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030158;Бусины-рамки Акрил Прозрачные, Звезда, Цвет: Микс, Размер: 30х30х8мм, Отверстие 1.5мм, около 19шт/50г, (УТ0030158);003015800.jpg;;10 шт;;Акрил;Микс;;Звезда;1~1,9мм;;30мм;30мм;8мм;;;;Новогодняя;Прозрачные;;;;;Бусины;;;Прозрачный;;Микс Цветов;20мм и больше;Mixed Color;;;;10 шт, 10;10;10 шт;26,3;2 шт, 2;2;2 шт;3,2;;;;;;5;;23,57142;8,25;;11,78571;3,75;;;;;Размер: Длина: 30мм, Ширина 30мм, Толщина 8мм, Отверстие 1.5мм, около 19шт/50г
31.03.2020;УТ0030159;Бусины Акрил, Прозрачные, Ключик, Цвет: Микс, Размер: 46х30х9мм, Отверстие 2.5мм, около 6шт/25г, (УТ0030159);003015900.jpg;;5 шт;;Акрил;Микс;;Ключи ;2~2,9мм;;46мм;30мм;9мм;;;;;Прозрачные;;;;;Бусины;;;;;Микс Цветов;20мм и больше;01 Mixed Color;;;;5 шт, 5;5;5 шт;20;2 шт, 2;2;2 шт;8;;;;;;;;13,39287;;;6,96429;;;;;;Размер: Длина 46мм, Толщина 9мм, Ширина 30мм, Отверстие 2.5мм, около 6шт/25г
31.03.2020;УТ0030160;Бусины Акрил, Прозрачные, Лошадки, Цвет: Микс, Размер: 29х27х10мм, Отверстие 8мм, около 9шт/25г, (УТ0030160);003016000.jpg;356,4;5 шт;;Акрил;Микс;;Лошадь;5мм и больше;;29мм;27мм;10мм;;;;;Прозрачные;;;;;Бусины;;;;;Микс Цветов;20мм и больше;09 Mixed Color;;;;5 шт, 5;5;5 шт;13,2;2 шт, 2;2;2 шт;5,1;;;;;27;9;;12,85713;6,50001;;6,42858;6,50001;;;;;Размер: Длина 29мм, Толщина 10мм, Ширина 27мм, Отверстие 8мм, около 9шт/25г
31.03.2020;УТ0030161;Бусины Акрил, Прозрачные, Соска, Цвет: Микс, Размер: 31х15хмм, Отверстие 5~7мм, около 11шт/25г, (УТ0030161);003016100.jpg;255,6;10 шт;;Акрил;Микс;;Ключи ;2~2,9мм;;31мм;30мм;9мм;;;;;Прозрачные;;;;;Бусины;;;;;Микс Цветов;20мм и больше;01 Mixed Color;;;;10 шт, 10;10;10 шт;21,3;2 шт, 2;2;2 шт;4,3;;;;;11;8;;20,89287;7,25001;;10,71429;3,50001;;1;;;Размер: Длина 46мм, Толщина 9мм, Ширина 30мм, Отверстие 2.5мм, около 6шт/25г
31.03.2020;УТ0030162;Бусины Акриловые Прозрачные, Граненые, Круглые, Цвет: Красный, Диаметр: 6мм, Отверстие 1.5мм, около 220шт/25г, (УТ0030162);003016200.jpg;;25 г;;Акрил;Красный;;Круглая;1~1,9мм;6мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Кристалл;Прозрачный;;Красно-розовая;6~7мм;0A Red;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;;;;;;;;;;
31.03.2020;УТ0030163;Бусины Акрил, Прозрачные, Соска, Цвет: Микс, Размер: 21х11х11мм, Отверстие 5мм, около 27шт/25г, (УТ0030163);003016300.jpg;;20 шт;;Акрил;Микс;;Соска;5мм и больше;;21мм;11мм;11мм;;;;;Прозрачные;;;;;Бусины;;;;;Микс Цветов;20мм и больше;03 Mixed Color;;;;20 шт, 20;20;20 шт;22,2;;;;;;;;;;;;23,03571;;;11,25;;;;;;Размер: Длина 21мм, Толщина 11мм, Ширина 11мм, Отверстие 5мм, около 27шт/25г
31.03.2020;УТ0030168;Бусины Акриловые Граненые, Круглые, Цвет: Микс, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030168);003016800.jpg;;50 г;;Акрил;Микс;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Микс Цветов;6~7мм;0C Mixed Color;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;46,07142;;;23,57142;;;;;;
31.03.2020;УТ0030169;Бусины Акриловые Граненые, Круглые, Цвет: Белый, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030169);003016900.jpg;;25 г;;Акрил;Белый;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Белая;6~7мм;0B White;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;23,03571;;;11,78571;;;;;;
31.03.2020;УТ0030170;Бусины Акриловые Граненые, Круглые, Цвет: Желтый, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030170);003017000.jpg;150;50 г;;Акрил;Желтый;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Оранжево-желтая;6~7мм;09 Gold;;;;50 г, 50;50;50 г;50;;;;;;;;;3;;;46,07142;;;23,57142;;;;;;
31.03.2020;УТ0030171;Бусины Акриловые Граненые, Круглые, Цвет: Салатовый, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030171);003017100.jpg;225;25 г;;Акрил;Салатовый;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Салатово-зеленая;6~7мм;07 SpringGreen;;;;25 г, 25;25;25 г;25;;;;;;;;;9;;;23,03571;;;11,78571;;;;;;
31.03.2020;УТ0030173;Бусины Акриловые Граненые, Круглые, Цвет: Красный, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030173);003017300.jpg;;25 г;;Акрил;Красный;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Красно-розовая;6~7мм;05 Red;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;23,03571;;;11,78571;;;;;;
31.03.2020;УТ0030174;Бусины Акриловые Граненые, Круглые, Цвет: Голубой, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030174);003017400.jpg;100;25 г;;Акрил;Голубой;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Сине-голубая;6~7мм;05 DeepSkyBlue;;;;25 г, 25;25;25 г;25;;;;;;;;;4;;;23,03571;;;11,78571;;;;;;
31.03.2020;УТ0030175;Бусины Акриловые Граненые, Круглые, Цвет: Сиреневый, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030175);003017500.jpg;;25 г;;Акрил;Сиреневый;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Сиренево-фиолетовая;6~7мм;04 MediumOrchid;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;23,03571;;;11,78571;;;;;;
31.03.2020;УТ0030176;Бусины Акриловые Граненые, Круглые, Цвет: Синий, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030176);003017600.jpg;350;50 г;;Акрил;Синий;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Сине-голубая;6~7мм;03 Blue;;;;50 г, 50;50;50 г;50;;;;;;;;;7;;;46,07142;;;23,57142;;;;;;
31.03.2020;УТ0030177;Бусины Акриловые Граненые, Круглые, Цвет: Черный, Диаметр: 6мм, Отверстие 2мм, около 550шт/50г, (УТ0030177);003017700.jpg;;25 г;;Акрил;Черный;;Круглая;2~2,9мм;6мм;;;;Граненые;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Черно-серая;6~7мм;02 Black;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;23,03571;;;11,78571;;;;;;
31.03.2020;УТ0030181;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Аквамарин, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030181);003018100.jpg;75;25 г;;Акриловый жемчуг;Аквамарин;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Сине-голубая;6~7мм;02 Aquamarine;;;;25 г, 25;25;25 г;25;;;;;;;;;1;;;39,64287;;;21,42858;;;2;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030183;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Фиолетовый, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030183);003018300.jpg;525;25 г;;Акриловый жемчуг;Фиолетовый;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Сиренево-фиолетовая;6~7мм;03 MediumOrchid;;;;25 г, 25;25;25 г;25;;;;;;;;;18;;;39,64287;;;21,42858;;;3;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030184;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Оранжевый, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030184);003018400.jpg;725;25 г;;Акриловый жемчуг;Оранжевый;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Оранжево-желтая;6~7мм;04 DarkOrange;;;;25 г, 25;25;25 г;25;;;;;;;;;29;;;39,64287;;;21,42858;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030185;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Коричневый, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030185);003018500.jpg;;25 г;;Акриловый жемчуг;Коричневый;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Коричнево-бежевая;6~7мм;06 SaddleBrown;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;39,64287;;;21,42858;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030186;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Сиреневый, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030186);003018600.jpg;1000;25 г;;Акриловый жемчуг;Сиреневый;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Сиренево-фиолетовая;6~7мм;07 MediumSlateBlue;;;;25 г, 25;25;25 г;25;;;;;;;;;39;;;39,64287;;;21,42858;;;1;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030187;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Зеленый Газон, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030187);003018700.jpg;275;25 г;;Акриловый жемчуг;Зеленый газон;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Салатово-зеленая;6~7мм;08 LawnGreen;;;;25 г, 25;25;25 г;25;;;;;;;;;11;;;39,64287;;;21,42858;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030188;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Серый, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030188);003018800.jpg;425;25 г;;Акриловый жемчуг;Серый;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Черно-серая;6~7мм;09 Gray;;;;25 г, 25;25;25 г;25;;;;;;;;;15;;;39,64287;;;21,42858;;;2;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030189;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Слоновая Кость, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030189);003018900.jpg;;25 г;;Акриловый жемчуг;Слоновая Кость;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Коричнево-бежевая;6~7мм;0H Ivory;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;39,64287;;;21,42858;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0030190;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Зеленый, Диаметр 6мм, Отв-тие 1.5мм, около 230шт/25г, (УТ0030190);003019000.jpg;475;25 г;;Акриловый жемчуг;Зеленый;;Круглая;1~1,9мм;6мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Салатово-зеленая;6~7мм;0A DarkGreen;;;;25 г, 25;25;25 г;25;;;;;;;;;17;;;39,64287;;;21,42858;;;2;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
